id,date,ftp
4917647,2018-10-09,220
4917647,2018-10-02,232
4917647,2018-02-12,242
4917647,2017-12-06,300
4917647,2017-03-28,324
4917647,2017-01-26,284
4917647,2016-10-19,242
4917647,2016-10-17,207
4917647,2016-09-21,207
4917647,2016-01-29,202
4917647,2016-01-10,201
4917647,2015-12-11,194
4917647,2015-07-24,193
4917647,2013-09-22,189
